Thetas Estimation;Log Var Thetas Estimation
0.5882937;-3.1042426
-1.1352835;-0.99927753
0.5700281;-2.9912732
0.60415936;-3.1617653
-1.1571095;-1.1536285
0.046760976;-3.3164716
0.6412848;-2.9377599
0.6371672;-3.1036546
-1.2162873;-1.2399895
0.6964872;-3.085172
1.3842312;-1.7471398
-1.1372044;-1.2341903
-1.1048211;-1.2904968
-0.05694908;-3.2954266
-1.1453738;-1.004822
1.3294333;-1.6395439
0.5748867;-2.9579527
0.82090044;-2.4315152
-0.55997133;-2.252733
0.5595058;-2.991844
-1.1737425;-0.93236995
-1.1378216;-1.1582427
0.61571;-2.9499822
-1.1565989;-1.0216236
-1.2306528;-1.4303644
-0.024505675;-3.318189
-1.1395512;-1.1535217
0.5834275;-3.0512762
-1.0913466;-1.336333
1.3352371;-1.9184922
0.6571592;-3.096284
0.83744895;-2.6828594
0.029674642;-3.3733401
-0.11684936;-3.2138577
0.56587267;-3.0037665
-1.2089617;-1.0217092
-0.1963867;-3.23278
-1.1048211;-1.2904968
0.835354;-2.6559289
-1.1010823;-1.3271413
-1.1054372;-1.3217051
0.63280964;-3.0907047
-0.1836186;-3.0921426
-1.1733989;-1.0857782
-0.2643726;-3.1795733
-0.53579545;-2.4675734
0.7870047;-2.4915905
-0.5685556;-2.4960003
0.9130429;-2.404885
-0.13280535;-3.275935
-0.48849973;-2.6037452
-1.18139;-0.99110043
0.70575225;-3.0338635
-1.120945;-1.200449
-1.14925;-1.1081799
-1.1353917;-1.2673182
-0.16135693;-3.0903332
-1.1212101;-1.2081568
-0.21152022;-3.395404
-1.187907;-1.0545193
-1.1643156;-0.9716005
0.65934885;-3.0752618
1.3616903;-1.8133599
-1.1404694;-1.0873954
0.58934605;-3.0236766
-1.1378216;-1.1582427
0.6161463;-3.1052337
1.3617887;-1.8378851
-0.6291504;-2.109553
-1.1333009;-1.1086307
-0.15317774;-3.1688044
-1.1054372;-1.3217051
-0.5283426;-2.597212
-1.1601332;-1.1666193
1.3593264;-1.7590274
-1.2226055;-1.3976254
-0.5283426;-2.597212
-0.16757494;-3.1867406
-1.1380588;-1.1158924
1.3167363;-1.8121668
-1.1601332;-1.1666193
0.6091769;-2.9389021
-1.1265934;-1.4234576
0.8281466;-2.538905
