;CNT;CNTSTUID;DS269Q01C;DS269Q03C;CS269Q04S;CS408Q01S;DS408Q03C;CS408Q04S;CS408Q05S;CS466Q01S;CS466Q05S;CS466Q07S;DS519Q01C;CS519Q02S;DS519Q03C;CS521Q02S;CS521Q06S;CS527Q01S;CS527Q03S;CS527Q04S
310;Brazil;7621528.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;-1.0
311;Brazil;7617567.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0
312;Brazil;7630081.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0
313;Brazil;7629229.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
314;Brazil;7621891.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
315;Brazil;7624664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
316;Brazil;7614456.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0
317;Brazil;7610346.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
318;Brazil;7621627.0;-1.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0
319;Brazil;7617517.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
320;Brazil;7628875.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;1.0;0.0;0.0;-1.0;0.0
321;Brazil;7624605.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
322;Brazil;7616055.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
323;Brazil;7616433.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
324;Brazil;7602217.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
325;Brazil;7626273.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
326;Brazil;7601565.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
327;Brazil;7611998.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;1.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0
328;Brazil;7616833.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
329;Brazil;7618021.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;-1.0;-1.0
330;Brazil;7600273.0;-1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
331;Brazil;7607472.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
332;Brazil;7601858.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
333;Brazil;7621974.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0
334;Brazil;7600565.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
335;Brazil;7619555.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
336;Brazil;7600824.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
337;Brazil;7617229.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;-1.0
338;Brazil;7604186.0;1.0;0.0;1.0;1.0;-1.0;1.0;1.0;-1.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0
339;Brazil;7600188.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
340;Brazil;7630315.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
341;Brazil;7629615.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
342;Brazil;7621849.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0
343;Brazil;7608718.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
344;Brazil;7610975.0;-1.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
345;Brazil;7618529.0;-1.0;0.0;0.0;0.0;-1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
346;Brazil;7624601.0;-1.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
347;Brazil;7603720.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
348;Brazil;7610778.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
349;Brazil;7603225.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
350;Brazil;7628156.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
351;Brazil;7620491.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
352;Brazil;7604128.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
353;Brazil;7609122.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
354;Brazil;7609359.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
355;Brazil;7600949.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
356;Brazil;7615388.0;-1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
357;Brazil;7628144.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;-1.0
358;Brazil;7613143.0;0.0;1.0;1.0;0.0;-1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
359;Brazil;7604025.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;-1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
360;Brazil;7610236.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;-1.0;-1.0;1.0;0.0;0.0;0.0
361;Brazil;7626122.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
362;Brazil;7625984.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
363;Brazil;7629199.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
364;Brazil;7610405.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
365;Brazil;7621025.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
366;Brazil;7621466.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
367;Brazil;7601160.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-1.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0
368;Brazil;7625539.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
369;Brazil;7614550.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0
370;Brazil;7602923.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
371;Brazil;7606987.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0
372;Brazil;7602708.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
373;Brazil;7611562.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;-1.0;1.0
374;Brazil;7626494.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
375;Brazil;7608847.0;-1.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
376;Brazil;7607384.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
377;Brazil;7613764.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
378;Brazil;7628888.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
379;Brazil;7604227.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
380;Brazil;7605894.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
381;Brazil;7623479.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
382;Brazil;7620816.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;1.0;0.0;0.0;0.0;0.0
383;Brazil;7624555.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
384;Brazil;7627275.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
385;Brazil;7615750.0;0.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
386;Brazil;7618999.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
387;Brazil;7609189.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
388;Brazil;7600797.0;1.0;0.0;1.0;1.0;-1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
389;Brazil;7602559.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
390;Brazil;7619931.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
391;Brazil;7607187.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
392;Brazil;7603971.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
393;Brazil;7626275.0;0.0;-1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
394;Brazil;7604193.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
395;Brazil;7628999.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
396;Brazil;7606003.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
397;Brazil;7629062.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
398;Brazil;7627909.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
399;Brazil;7616526.0;-1.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
400;Brazil;7604078.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
401;Brazil;7613966.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;-1.0;-1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
402;Brazil;7615708.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
403;Brazil;7614659.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
404;Brazil;7600996.0;1.0;0.0;1.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
405;Brazil;7612316.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
406;Brazil;7609926.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
407;Brazil;7614213.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
408;Brazil;7622081.0;0.0;-1.0;1.0;0.0;-1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
409;Brazil;7615434.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
410;Brazil;7606760.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0
411;Brazil;7608764.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
412;Brazil;7616298.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0
413;Brazil;7622644.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0
414;Brazil;7619037.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;1.0
415;Brazil;7609006.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
416;Brazil;7604123.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
417;Brazil;7608572.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0
418;Brazil;7605335.0;-1.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
419;Brazil;7615660.0;1.0;-1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-1.0;0.0;-1.0;1.0;1.0;0.0;0.0;1.0
420;Brazil;7618157.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0
421;Brazil;7615418.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
422;Brazil;7618544.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
423;Brazil;7601596.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0
424;Brazil;7613173.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
425;Brazil;7610691.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
426;Brazil;7626947.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
427;Brazil;7605928.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
428;Brazil;7628642.0;0.0;-1.0;0.0;0.0;-1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
429;Brazil;7605017.0;-1.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
430;Brazil;7609111.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0
431;Brazil;7615079.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
432;Brazil;7610595.0;-1.0;-1.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
433;Brazil;7625839.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
434;Brazil;7615925.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
435;Brazil;7618331.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
436;Brazil;7605999.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0
437;Brazil;7617916.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
438;Brazil;7624205.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
439;Brazil;7614645.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
440;Brazil;7611420.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0
441;Brazil;7608988.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0
442;Brazil;7616802.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
443;Brazil;7619100.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
444;Brazil;7619010.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
445;Brazil;7601608.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
446;Brazil;7614768.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;1.0;0.0;0.0
447;Brazil;7602038.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
448;Brazil;7621524.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0
449;Brazil;7624175.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0
450;Brazil;7611906.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
451;Brazil;7615814.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;0.0;1.0
452;Brazil;7608005.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-1.0
453;Brazil;7619158.0;-1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
454;Brazil;7604156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
455;Brazil;7605304.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
456;Brazil;7619275.0;-1.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;-1.0
457;Brazil;7629207.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0
458;Brazil;7602618.0;0.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
459;Brazil;7622463.0;-1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
460;Brazil;7603072.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
461;Brazil;7616640.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
462;Brazil;7605245.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0
463;Brazil;7606710.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0
464;Brazil;7619672.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.0;0.0;1.0
465;Brazil;7626556.0;0.0;-1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
466;Brazil;7616781.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
467;Brazil;7628240.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;0.0;0.0;1.0;-1.0
