;CNT;CNTSTUID;DS269Q01C;DS269Q03C;CS269Q04S;CS408Q01S;DS408Q03C;CS408Q04S;CS408Q05S;CS466Q01S;CS466Q05S;CS466Q07S;DS519Q01C;CS519Q02S;DS519Q03C;CS521Q02S;CS521Q06S;CS527Q01S;CS527Q03S;CS527Q04S
152;Brazil;7620235.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
153;Brazil;7604990.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
154;Brazil;7624787.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
155;Brazil;7616380.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
156;Brazil;7605825.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
157;Brazil;7625620.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
158;Brazil;7623058.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
159;Brazil;7625510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
160;Brazil;7614883.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
161;Brazil;7600130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;0.0;1.0
162;Brazil;7609757.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;0.0;0.0;1.0;1.0
163;Brazil;7607350.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
164;Brazil;7623996.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
165;Brazil;7627634.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;-1.0;0.0
166;Brazil;7620584.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
167;Brazil;7617330.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
168;Brazil;7614541.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
169;Brazil;7611645.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
170;Brazil;7602014.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0
171;Brazil;7606099.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
172;Brazil;7602255.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;-1.0
173;Brazil;7600362.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
174;Brazil;7615295.0;-1.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Brazil;7625552.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
176;Brazil;7617940.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
177;Brazil;7612921.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
178;Brazil;7603799.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0
179;Brazil;7624522.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
180;Brazil;7607046.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
181;Brazil;7617865.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Brazil;7623402.0;1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
183;Brazil;7626666.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
184;Brazil;7604117.0;0.0;-1.0;1.0;1.0;-1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
185;Brazil;7629700.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
186;Brazil;7612954.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
187;Brazil;7623162.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;1.0;0.0;-1.0;-1.0
188;Brazil;7613716.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
189;Brazil;7627808.0;1.0;-1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
190;Brazil;7621214.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0
191;Brazil;7629143.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
192;Brazil;7626247.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0
193;Brazil;7617279.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
194;Brazil;7608260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
195;Brazil;7629123.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
196;Brazil;7628431.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
197;Brazil;7628443.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;0.0;0.0
198;Brazil;7619897.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;1.0
199;Brazil;7621744.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0;-1.0;1.0;-1.0;1.0;0.0;0.0;0.0;1.0
200;Brazil;7626834.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
201;Brazil;7622325.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
202;Brazil;7600496.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
203;Brazil;7602543.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;0.0
204;Brazil;7608348.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
205;Brazil;7617906.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;-1.0
206;Brazil;7616479.0;-1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
207;Brazil;7615993.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
208;Brazil;7605247.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;-1.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
209;Brazil;7607277.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
210;Brazil;7612307.0;-1.0;0.0;0.0;1.0;-1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
211;Brazil;7616827.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
212;Brazil;7601518.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0
213;Brazil;7616054.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
214;Brazil;7618209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
215;Brazil;7600495.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0
216;Brazil;7601469.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
217;Brazil;7616937.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
218;Brazil;7600035.0;-1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
219;Brazil;7613953.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
220;Brazil;7600381.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
221;Brazil;7604080.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;-1.0
222;Brazil;7600936.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
223;Brazil;7622013.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
224;Brazil;7624999.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
225;Brazil;7617405.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
226;Brazil;7613004.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0
227;Brazil;7605253.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;-1.0
228;Brazil;7625422.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
229;Brazil;7613601.0;0.0;-1.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
230;Brazil;7609518.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
231;Brazil;7617128.0;-1.0;-1.0;1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
232;Brazil;7621188.0;0.0;-1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
233;Brazil;7608500.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
234;Brazil;7606173.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
235;Brazil;7614818.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
236;Brazil;7600826.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
237;Brazil;7608945.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0
238;Brazil;7621797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
239;Brazil;7626911.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
240;Brazil;7618547.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
241;Brazil;7613306.0;0.0;-1.0;0.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0
242;Brazil;7616587.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
243;Brazil;7615860.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
244;Brazil;7620480.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
245;Brazil;7630123.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0
246;Brazil;7615734.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
247;Brazil;7615274.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
248;Brazil;7622126.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
249;Brazil;7628585.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0
250;Brazil;7621060.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0
251;Brazil;7622207.0;0.0;-1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
252;Brazil;7611139.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;-1.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;1.0
253;Brazil;7628337.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
254;Brazil;7613982.0;0.0;-1.0;0.0;0.0;-1.0;0.0;1.0;-1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
255;Brazil;7618920.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
256;Brazil;7615414.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;1.0
257;Brazil;7617877.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
258;Brazil;7612282.0;-1.0;0.0;0.0;1.0;-1.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
259;Brazil;7613452.0;-1.0;0.0;1.0;0.0;-1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
260;Brazil;7615772.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
261;Brazil;7604536.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
262;Brazil;7612346.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;1.0;1.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
263;Brazil;7626873.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
264;Brazil;7610244.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
265;Brazil;7610913.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.0;1.0;1.0
266;Brazil;7615005.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
267;Brazil;7627152.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
268;Brazil;7618211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
269;Brazil;7629296.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
270;Brazil;7609420.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;-1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
271;Brazil;7609275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
272;Brazil;7613223.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0
273;Brazil;7616110.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
274;Brazil;7625578.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
275;Brazil;7608014.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
276;Brazil;7623776.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0
277;Brazil;7618664.0;1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
278;Brazil;7601555.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
279;Brazil;7601441.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
280;Brazil;7623348.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
281;Brazil;7614677.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
282;Brazil;7618596.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;-1.0;-1.0
283;Brazil;7622270.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0
284;Brazil;7610567.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
285;Brazil;7623616.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
286;Brazil;7628267.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
287;Brazil;7627378.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0
288;Brazil;7608919.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0
289;Brazil;7621086.0;1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
290;Brazil;7630348.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
291;Brazil;7621338.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
292;Brazil;7621821.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
293;Brazil;7610200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0
294;Brazil;7610946.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
295;Brazil;7616138.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
296;Brazil;7603376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
297;Brazil;7606515.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
298;Brazil;7606545.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
299;Brazil;7624009.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
300;Brazil;7604140.0;-1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
301;Brazil;7607584.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
302;Brazil;7610798.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0
303;Brazil;7612179.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
304;Brazil;7610468.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
305;Brazil;7607559.0;0.0;-1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
306;Brazil;7615585.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
307;Brazil;7614630.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
308;Brazil;7626849.0;1.0;1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
309;Brazil;7603984.0;1.0;1.0;1.0;1.0;-1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
