3.764491702895611525e-05;1.846969826146960258e-05;3.735366975888609886e-03;8.708270615898072720e-05;8.557542460039258003e-04;4.998346325010061264e-03;1.022980995912803337e-05;6.616861210204660892e-04;7.860727055231109262e-05;5.239793681539595127e-04;6.430231587728485465e-05;3.100856265518814325e-04;6.678418867522850633e-05;6.124136853031814098e-04;7.606510771438479424e-04;7.227431051433086395e-04;2.343222149647772312e-05;4.001943394541740417e-02
9.999580383300781250e-01;9.995365738868713379e-01;8.005112613318488002e-05;9.995179176330566406e-01;3.853863574931892799e-07;7.561672828160226345e-05;9.996966123580932617e-01;1.743279164656996727e-03;9.998781681060791016e-01;2.004225680138915777e-04;9.999725222587585449e-01;8.151675574481487274e-03;2.571414690464735031e-03;7.376634478569030762e-01;9.996694326400756836e-01;8.280672773253172636e-06;2.370868124046410230e-08;1.000000000000000000e+00
1.526964042568579316e-04;8.665007953823078424e-06;3.536104690283536911e-03;7.402257324429228902e-05;1.653172308579087257e-03;2.340557752177119255e-03;3.188649134244769812e-05;7.346911588683724403e-04;7.586452557006850839e-05;7.766137714497745037e-04;2.968670014524832368e-05;6.870237411931157112e-04;1.838487078202888370e-04;4.905142704956233501e-04;1.387510099448263645e-03;1.386638265103101730e-03;2.877586121030617505e-05;4.544812068343162537e-02
1.000000000000000000e+00;1.000000000000000000e+00;1.144009921699762344e-02;9.999998807907104492e-01;9.679588401922956109e-05;6.552837789058685303e-03;9.999999403953552246e-01;9.997826218605041504e-01;9.999999403953552246e-01;9.967324137687683105e-01;1.000000000000000000e+00;9.994862079620361328e-01;9.934745430946350098e-01;9.999657273292541504e-01;9.999998807907104492e-01;7.268366403877735138e-03;1.193415140733122826e-03;1.000000000000000000e+00
7.168772572185844183e-05;1.579414820298552513e-04;5.053775906562805176e-01;9.568292647600173950e-03;3.241753280162811279e-01;8.068592548370361328e-01;2.034716162597760558e-04;1.718674004077911377e-01;2.423127734800800681e-04;1.206353753805160522e-01;1.617849047761410475e-04;1.890861801803112030e-02;1.026996783912181854e-02;5.108730122447013855e-02;1.244848128408193588e-02;8.434980362653732300e-02;3.747564181685447693e-02;1.801381353288888931e-03
4.275880753993988037e-01;9.992956519126892090e-01;9.998311400413513184e-01;9.999755024909973145e-01;9.999794960021972656e-01;9.999204874038696289e-01;9.999034404754638672e-01;9.999672174453735352e-01;6.585449576377868652e-01;9.999868273735046387e-01;4.809511303901672363e-01;9.999997019767761230e-01;9.999958276748657227e-01;9.999933838844299316e-01;9.999986290931701660e-01;9.995362162590026855e-01;9.999947547912597656e-01;2.221427421318367124e-04
6.148308049887418747e-03;6.389601185219362378e-05;1.847482781158760190e-04;8.579631867178250104e-06;1.016739406622946262e-03;2.067104360321536660e-04;4.441750570549629629e-05;9.994508624076843262e-01;1.526150386780500412e-03;9.999197125434875488e-01;3.244117600843310356e-03;9.999507665634155273e-01;9.863823056221008301e-01;2.435971945524215698e-01;1.723559689708054066e-04;4.496014735195785761e-04;9.895214438438415527e-01;5.494693323271349072e-05
9.997844099998474121e-01;9.703020453453063965e-01;2.794858010020107031e-04;7.480026483535766602e-01;4.842164344154298306e-06;7.697943510720506310e-05;9.800881147384643555e-01;1.322166208410635591e-04;9.991648197174072266e-01;3.122450652881525457e-05;9.995745420455932617e-01;8.091014024103060365e-05;2.462339944031555206e-05;1.256871782243251801e-02;9.482484459877014160e-01;4.198651004116982222e-05;3.775183543552884657e-08;1.000000000000000000e+00
5.514020085684023798e-05;2.998316176672233269e-06;9.900070428848266602e-01;3.237734290451044217e-06;9.748498797416687012e-01;9.926680326461791992e-01;4.179248207947239280e-06;1.454169303178787231e-02;1.142310502473264933e-04;1.696636341512203217e-02;7.608013402204960585e-05;9.007902121993538458e-07;4.291536299660947407e-07;1.686577434156788513e-06;2.696582814678549767e-04;9.598718881607055664e-01;1.095479261130094528e-02;5.903604626655578613e-01
9.999985694885253906e-01;9.999924302101135254e-01;1.736648118821904063e-04;9.999956488609313965e-01;7.749520591460168362e-06;3.229940921301022172e-05;9.999821782112121582e-01;9.384039640426635742e-01;9.999891519546508789e-01;7.487110495567321777e-01;9.999988675117492676e-01;9.998592138290405273e-01;9.930980205535888672e-01;9.999616742134094238e-01;9.999995827674865723e-01;7.784742774674668908e-05;5.897727533010765910e-05;1.000000000000000000e+00
2.423005353193730116e-04;1.018813624978065491e-01;9.999989867210388184e-01;9.817593097686767578e-01;9.999942779541015625e-01;9.999998807907104492e-01;3.665212392807006836e-01;9.999877214431762695e-01;7.896489696577191353e-04;9.999657273292541504e-01;7.411494734697043896e-04;8.023561239242553711e-01;8.299121856689453125e-01;9.309486150741577148e-01;9.779720902442932129e-01;9.999954104423522949e-01;9.996502399444580078e-01;5.578482151031494141e-01
1.789853740774560720e-05;1.567542494740337133e-04;9.997208118438720703e-01;9.665884077548980713e-02;9.994721412658691406e-01;9.995027780532836914e-01;5.952944047749042511e-04;6.305889785289764404e-02;2.943181607406586409e-05;3.683971986174583435e-02;1.272528606932610273e-05;1.374412444420158863e-03;1.044400967657566071e-03;2.527538686990737915e-02;7.972850203514099121e-01;9.994082450866699219e-01;2.123023942112922668e-02;2.446866333484649658e-01
2.292766235768795013e-02;6.472532550105825067e-05;7.861969643272459507e-04;1.609447849659773055e-06;9.552307164994999766e-05;9.337198571301996708e-04;3.555062357918359339e-05;1.695549872238188982e-05;3.155305609107017517e-02;1.015377529256511480e-05;2.909984812140464783e-02;4.761141667586343829e-07;8.731711176324097323e-08;1.293825221182487439e-06;7.130802259780466557e-05;1.126876231865026057e-04;1.231089640896243509e-06;9.968193769454956055e-01
1.454779558116570115e-04;1.835755483625689521e-06;9.583510756492614746e-01;4.727713758256868459e-07;8.823376297950744629e-01;9.624970555305480957e-01;1.857334382293629460e-06;6.336321588605642319e-03;2.518085530027747154e-04;8.076720871031284332e-03;1.927239354699850082e-04;2.167730315250082640e-07;7.605989793546541478e-08;3.106723625023732893e-07;5.410748781287111342e-05;8.197940587997436523e-01;3.951807506382465363e-03;8.188492655754089355e-01
