2.785611141007393599e-04;1.552233006805181503e-04;1.072170562110841274e-05;3.529477864503860474e-02;3.059320442844182253e-05;5.112803773954510689e-05;5.601089447736740112e-03;9.998180866241455078e-01;1.123686538782864286e-12;1.161527121439576149e-03;2.112185704117308660e-10;3.072318213526159525e-04;6.614666858695272822e-07;2.315486053703352809e-04;8.486436009407043457e-01;2.136740931746317074e-06;6.169528205646201968e-06;2.009379841183545068e-06
2.954100273200310767e-05;4.813182749785482883e-05;8.566817268729209900e-05;2.351255528628826141e-02;8.617469668388366699e-02;2.303625951753929257e-04;2.959711709991097450e-03;2.006881870329380035e-03;7.435423322021961212e-05;6.010747980326414108e-03;4.553922343386584970e-12;6.891958713531494141e-01;1.250128320862131659e-06;5.298867225646972656e-01;7.986690104007720947e-02;9.224148016073741019e-06;1.375715655740350485e-04;1.767622234183363616e-05
1.110972138121724129e-03;5.586806801147758961e-04;4.466448899620445445e-06;8.841378092765808105e-01;1.256589457625523210e-04;5.204979097470641136e-04;6.880238652229309082e-03;9.999992847442626953e-01;5.368505407609596228e-15;8.642416796647012234e-04;2.672096854894334683e-07;5.539674311876296997e-04;9.145167609858617652e-07;3.702446701936423779e-04;9.990470409393310547e-01;8.557857995583617594e-07;2.385204478372315862e-09;1.161310046882135794e-05
3.183092474937438965e-01;2.432466894388198853e-01;2.879690825939178467e-01;9.978577494621276855e-01;3.775338828563690186e-01;3.212784826755523682e-01;1.094579249620437622e-01;1.000000000000000000e+00;1.716795178241525832e-10;5.272236466407775879e-01;9.230932593345642090e-01;6.185405254364013672e-01;5.500965714454650879e-01;6.169007420539855957e-01;9.999933838844299316e-01;2.061842679977416992e-01;9.444689005613327026e-02;9.166702032089233398e-01
9.532234072685241699e-01;9.421201944351196289e-01;8.419802188873291016e-01;9.677360057830810547e-01;9.997151494026184082e-01;9.365931153297424316e-01;7.977733612060546875e-01;9.842063784599304199e-01;9.999005794525146484e-01;9.946606159210205078e-01;8.578199744224548340e-01;9.994974732398986816e-01;7.490160465240478516e-01;9.997156262397766113e-01;9.998993277549743652e-01;4.866341352462768555e-01;9.925515055656433105e-01;9.610269069671630859e-01
2.494267537258565426e-04;4.712074005510658026e-04;8.511883606843184680e-06;1.807100023142993450e-03;9.999430179595947266e-01;5.170249380171298981e-03;4.760151263326406479e-03;9.545283317565917969e-01;4.709530291788222023e-13;3.899437608197331429e-03;5.233999865461580470e-12;9.999960064888000488e-01;1.878307109848265100e-08;9.999876618385314941e-01;2.754670977592468262e-01;1.484113568039902020e-06;1.998910920519847423e-05;1.576709182700142264e-04
7.379419207572937012e-01;8.732843995094299316e-01;4.196057617664337158e-01;9.951603412628173828e-01;1.853127926588058472e-01;1.407518535852432251e-01;8.303651809692382812e-01;9.980533719062805176e-01;9.995026588439941406e-01;9.872745275497436523e-01;3.384047886356711388e-06;5.357704758644104004e-01;4.009514115750789642e-03;7.716939449310302734e-01;9.999710321426391602e-01;8.142735064029693604e-02;8.579965680837631226e-02;3.102693893015384674e-02
7.402392625808715820e-01;3.720700740814208984e-01;1.474900727771455422e-05;5.946021080017089844e-01;7.656573143322020769e-05;4.782472737133502960e-03;6.275045871734619141e-01;9.999901652336120605e-01;9.146469118117422914e-14;6.482797674834728241e-03;2.736120950430631638e-03;1.413815625710412860e-04;2.924938235082663596e-05;1.697469269856810570e-04;9.975006580352783203e-01;1.107047683035489172e-05;1.914877145736681996e-07;1.010856940411031246e-04
1.780470949597656727e-03;1.719996915198862553e-03;7.806354005879256874e-06;3.477284684777259827e-02;2.348119467496871948e-01;9.779059290885925293e-01;1.981203630566596985e-02;7.543209940195083618e-03;7.512417505495250225e-05;5.656799674034118652e-02;2.432104517779976049e-09;7.265818119049072266e-01;9.295211356175059336e-08;3.902837932109832764e-01;1.897636055946350098e-01;3.807663915722514503e-06;1.096884533762931824e-01;7.558609843254089355e-01
2.417211362626403570e-04;3.045584016945213079e-04;6.955283880233764648e-01;1.960723660886287689e-03;1.564128547906875610e-01;9.935007989406585693e-02;1.667909324169158936e-03;4.431308805942535400e-02;1.794672134565189481e-04;9.925072193145751953e-01;2.106445151639491087e-07;4.688537716865539551e-01;5.754528567194938660e-02;4.549657702445983887e-01;2.758752107620239258e-01;2.991076111793518066e-01;7.975173182785511017e-03;1.627624966204166412e-03
