Thetas Estimation;Log Var Thetas Estimation
0.5005182;-3.2661843
-1.3193289;-0.922225
0.5084825;-3.1531303
0.5559946;-3.041575
-1.2011697;-1.282927
-0.02555859;-3.045835
0.47252482;-3.267573
0.47074664;-3.0153518
-1.2287458;-1.2035155
0.5320021;-3.0543573
1.0583208;-2.1352618
-1.1326907;-1.2740729
-1.2175229;-0.96981037
-0.053506553;-3.1673913
-1.2042023;-1.0027249
0.9794624;-2.4317892
0.55310214;-3.1140413
0.7772511;-2.7518866
-0.2605808;-2.8244162
0.5627109;-2.913475
-1.176863;-1.0537937
-1.2556502;-1.2561592
0.49999863;-3.2253442
-1.1701478;-1.1786981
-1.211728;-1.2887084
-0.018622965;-3.142328
-1.1521511;-0.99854577
0.5163696;-3.216977
-1.309218;-0.9789901
0.97951436;-2.3967266
0.48544577;-3.0285413
0.7802714;-2.9102464
-0.060093343;-2.968892
-0.19552374;-2.9856906
0.5070571;-3.189608
-1.1108427;-0.97504973
-1.1286902;-1.3608278
-1.2175229;-0.96981037
0.7838403;-2.6560588
-1.246612;-1.0334158
-1.3375778;-0.9005617
0.49186546;-3.0459118
-0.12163383;-2.898216
-1.1551898;-0.98494554
-1.192841;-1.1674755
-0.2511936;-2.6567433
0.82220864;-2.6576948
-0.22157964;-2.6390426
0.7686659;-2.7973363
-0.17942211;-2.9690325
-0.38675818;-2.543553
-1.2222993;-0.92965317
0.5124173;-3.0458932
-1.1949548;-1.2247193
-1.1501882;-1.2700515
-1.217894;-1.08149
-0.15237555;-2.954426
-1.2216713;-1.081561
-0.11789107;-3.1998317
-1.2388463;-1.3153771
-1.1725441;-1.0513408
0.5278509;-3.055121
1.0256721;-2.2862515
-1.2261261;-1.0534002
0.50589985;-3.2053194
-1.2556502;-1.2561592
0.5622417;-2.9969537
0.88767457;-2.6245494
-0.28070864;-2.875159
-1.2588363;-1.2548333
-0.15311828;-2.917324
-1.268926;-1.040816
-0.29341826;-2.7036495
-1.202358;-0.8864583
0.9503281;-2.490923
-1.2014387;-1.0638549
-0.29341826;-2.7036495
-0.12760285;-3.0432808
-1.1671466;-1.0149415
1.103369;-2.2203474
-1.202358;-0.8864583
0.5459368;-3.0353901
-1.2391741;-1.0890324
0.74893034;-2.8684554
-1.2258096;-1.1222677
-1.217894;-1.08149
-1.0664877;-1.3773966
-1.2556502;-1.2561592
-0.29240975;-2.6289418
-1.2206618;-0.9557017
-1.217502;-0.9693216
0.48068362;-3.1743786
0.48837405;-3.0556307
-1.1452627;-1.4751335
0.48544577;-3.0285413
-0.16855332;-3.1810558
-1.2245377;-0.9834739
-1.1146139;-1.1555517
-1.1494197;-1.1875961
-0.2904065;-2.7183502
-0.24978045;-2.952693
1.030314;-2.314467
-1.2021399;-0.9649011
-1.3031938;-0.89616334
-1.1826631;-0.81403565
-1.2883078;-0.94648373
-1.2190263;-0.9000708
-1.2035697;-0.9552733
-1.1562128;-1.1755102
0.77991694;-2.846429
0.9799001;-2.486514
0.59294146;-2.9471433
0.5557691;-3.0751688
-0.12346247;-2.9269292
-1.2191861;-0.9302702
-1.2393543;-1.0034281
1.772816;-1.39784
-0.13056925;-3.1002407
-1.1524656;-1.3379134
-1.3017347;-1.1168145
-1.2211539;-1.1262205
-1.217894;-1.08149
-0.300032;-2.5627499
0.54787016;-3.0122988
1.8194244;-1.3821074
-0.18455437;-2.9889414
0.53465945;-3.0399525
0.5526267;-2.9972365
-1.2016401;-1.188088
-0.21745577;-3.2057414
-0.29585603;-2.599624
0.5133409;-3.0757585
-0.20420083;-2.9520297
0.49071324;-3.0391293
0.49274823;-3.0807254
-1.1044732;-0.98361635
-0.23851141;-2.7701294
0.52986085;-3.1050482
1.0022366;-2.5057127
0.8009896;-2.8278832
-1.217894;-1.08149
-1.2216713;-1.081561
-1.2875812;-0.82150614
-0.3388717;-2.8698652
0.4662775;-3.2531083
-1.2883078;-0.94648373
-1.1733654;-1.1437747
0.96407974;-2.4044418
-0.26747015;-2.755275
0.7605494;-2.6158335
-1.2909418;-0.94742286
-0.27886078;-2.866202
-0.03169152;-3.0327141
0.86711204;-2.5828655
-1.2251228;-0.9644191
0.4841025;-3.049376
-1.2080586;-1.0734767
-0.3005717;-2.5519722
-1.1516274;-1.0095475
-1.2100648;-1.0766307
-1.1769898;-1.0706232
-1.2365193;-1.0305785
0.50475544;-3.0746787
0.54107267;-3.0012941
-1.0988877;-1.1341478
0.5497404;-2.995944
0.51614964;-3.2352996
-1.1671466;-1.0149415
-0.18479773;-2.644621
0.4752884;-3.106391
1.0457666;-2.301033
-0.14472175;-3.041197
-0.33440468;-2.5169542
-1.1154225;-1.2167583
-1.2536553;-1.0363196
0.5610231;-3.1394103
-1.2883078;-0.94648373
-1.3651135;-0.84817016
0.49867263;-3.2893767
0.7650037;-2.6705005
-1.1721218;-1.1056098
1.0231042;-2.2197146
0.5557076;-3.1384435
0.5483457;-3.082468
0.9829525;-2.374442
0.56401086;-2.9790092
-1.0956068;-1.1795698
-1.1452028;-1.1579734
-1.1053774;-1.0762141
0.975718;-2.3975332
-1.217556;-0.9746083
-1.246612;-1.0334158
-1.2398909;-0.8501309
0.4559405;-3.2565067
-1.1551898;-0.98494554
0.58577675;-2.9538405
-1.1674565;-1.0043619
-1.2190263;-0.9000708
-1.2227204;-1.1222283
-0.07501224;-2.9290724
-0.1893279;-2.9694378
0.5433142;-2.991896
-1.1719656;-1.1528529
0.54787016;-3.0122988
0.48611337;-3.1129487
-0.0015572011;-3.0679038
-0.19355491;-3.158112
-0.15554488;-2.9334376
0.9755403;-2.2491813
0.81491685;-2.6894727
1.8494414;-1.0960382
-1.1408297;-1.4236304
-1.1833488;-1.1402895
0.5429059;-3.0472488
-0.24885741;-2.6549344
-1.2081037;-1.1717548
0.56628203;-2.9163198
0.46876457;-3.144689
0.7565751;-2.786458
-0.29830095;-2.6262038
-0.36783597;-2.5890205
-1.1507933;-1.187698
-1.2024888;-1.165078
-1.206901;-1.0770353
1.8448797;-1.2723552
-1.2127044;-0.98778677
-1.1589034;-0.89579475
-1.1877924;-0.86244226
1.8125632;-1.2609724
-0.3471422;-2.4968333
-0.3050811;-2.6140664
-1.3486679;-1.0766516
-0.20354664;-3.187746
0.50591934;-3.2007673
-1.2189907;-1.2125155
1.8858882;-1.1782146
-0.27324972;-2.6088629
-1.219856;-0.9595691
0.5627109;-2.913475
0.57413816;-3.084094
0.5559946;-3.041575
0.7573817;-2.6441488
-0.1912103;-3.204
0.80629444;-2.6515007
0.50281304;-3.2141201
-1.1521277;-0.9104086
-1.1810609;-1.254654
0.760902;-2.7351446
1.8251183;-1.1143999
-1.229518;-0.9692738
-1.2556502;-1.2561592
0.80831194;-2.7760189
0.5478921;-3.043149
0.5520639;-2.9315271
-1.2061094;-0.9498323
-0.15502185;-3.1994343
-1.357347;-0.8481325
-1.2267187;-1.1625928
0.96968114;-2.3783522
0.89891374;-2.5104513
0.5347533;-3.2187178
-0.39672032;-2.549164
0.8102888;-2.7553253
